,REGION TYPE,REGION,TOTAL SPECIMENS,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v,TOTAL A,TOTAL B,date,Confirmed_Infections
7177,States,Wisconsin,40.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2013-04-23,3.0
7180,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,0.0
7182,States,Alabama,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7183,States,Alaska,59.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,11.0,4.0,2013-04-30,15.0
7184,States,Arizona,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7185,States,Arkansas,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2013-04-30,2.0
7186,States,California,231.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,3.0,5.0,2013-04-30,8.0
7187,States,Colorado,175.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2013-04-30,2.0
7188,States,Connecticut,118.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,2013-04-30,9.0
7189,States,Delaware,24.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,2013-04-30,5.0
7192,States,Georgia,399.0,1.0,0.0,0.0,3.0,0.0,11.0,0.0,4.0,11.0,2013-04-30,15.0
7193,States,Hawaii,446.0,1.0,0.0,30.0,10.0,0.0,98.0,0.0,41.0,98.0,2013-04-30,139.0
7195,States,Illinois,46.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2013-04-30,4.0
7196,States,Indiana,61.0,14.0,0.0,4.0,1.0,0.0,1.0,0.0,19.0,1.0,2013-04-30,20.0
7197,States,Iowa,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7199,States,Kentucky,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7200,States,Louisiana,98.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,6.0,2013-04-30,8.0
7202,States,Maryland,32.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-04-30,3.0
7203,States,Massachusetts,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2013-04-30,4.0
7205,States,Minnesota,130.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,6.0,3.0,2013-04-30,9.0
7206,States,Mississippi,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7207,States,Missouri,277.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2013-04-30,4.0
7208,States,Montana,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7209,States,Nebraska,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7210,States,Nevada,28.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2013-04-30,3.0
7214,States,New York,525.0,1.0,0.0,0.0,1.0,0.0,24.0,0.0,2.0,24.0,2013-04-30,26.0
7216,States,North Dakota,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-04-30,3.0
7217,States,Ohio,20.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2013-04-30,4.0
7218,States,Oklahoma,94.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-04-30,2.0
7220,States,Pennsylvania,150.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2013-04-30,4.0
7222,States,South Carolina,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2013-04-30,2.0
7223,States,South Dakota,53.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-04-30,2.0
7224,States,Tennessee,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-04-30,2.0
7225,States,Texas,496.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2013-04-30,4.0
7226,States,Utah,303.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,2013-04-30,5.0
7228,States,Virginia,47.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,2013-04-30,4.0
7229,States,Washington,196.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,4.0,2013-04-30,6.0
7230,States,West Virginia,179.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,2013-04-30,5.0
7231,States,Wisconsin,38.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-04-30,3.0
7233,States,Puerto Rico,13.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,8.0,2.0,2013-04-30,10.0
7234,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
7236,States,Alabama,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7237,States,Alaska,39.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,7.0,2013-05-07,8.0
7238,States,Arizona,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,1.0
7239,States,Arkansas,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-07,1.0
7240,States,California,235.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2013-05-07,3.0
7241,States,Colorado,158.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2013-05-07,3.0
7242,States,Connecticut,152.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,2.0,8.0,2013-05-07,10.0
7243,States,Delaware,21.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2013-05-07,6.0
7244,States,District of Columbia,10.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,2013-05-07,5.0
7246,States,Georgia,330.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,6.0,2013-05-07,9.0
7247,States,Hawaii,416.0,2.0,0.0,34.0,9.0,0.0,96.0,0.0,45.0,96.0,2013-05-07,141.0
7249,States,Illinois,35.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2013-05-07,3.0
7250,States,Indiana,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7251,States,Iowa,22.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2013-05-07,3.0
7253,States,Kentucky,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7254,States,Louisiana,96.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,5.0,2013-05-07,6.0
7256,States,Maryland,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,1.0
7257,States,Massachusetts,25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2013-05-07,6.0
7259,States,Minnesota,144.0,2.0,0.0,2.0,0.0,0.0,9.0,0.0,4.0,9.0,2013-05-07,13.0
7260,States,Mississippi,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7261,States,Missouri,309.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-05-07,3.0
7262,States,Montana,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,1.0
7263,States,Nebraska,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7264,States,Nevada,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-05-07,3.0
7268,States,New York,562.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,1.0,21.0,2013-05-07,22.0
7269,States,North Carolina,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,1.0
7270,States,North Dakota,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,1.0
7271,States,Ohio,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-07,1.0
7272,States,Oklahoma,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7273,States,Oregon,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7274,States,Pennsylvania,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-07,1.0
7276,States,South Carolina,52.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2013-05-07,3.0
7277,States,South Dakota,71.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2013-05-07,5.0
7278,States,Tennessee,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2013-05-07,2.0
7279,States,Texas,473.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2013-05-07,4.0
7280,States,Utah,267.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2013-05-07,4.0
7282,States,Virginia,63.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-05-07,2.0
7283,States,Washington,154.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,1.0
7284,States,West Virginia,156.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2013-05-07,4.0
7285,States,Wisconsin,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2013-05-07,2.0
7288,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
7291,States,Alaska,35.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,2013-05-14,11.0
7292,States,Arizona,47.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2013-05-14,5.0
7293,States,Arkansas,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7294,States,California,243.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,7.0,2.0,2013-05-14,9.0
7295,States,Colorado,140.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2013-05-14,2.0
7296,States,Connecticut,149.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,2013-05-14,7.0
7297,States,Delaware,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7300,States,Georgia,344.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,5.0,6.0,2013-05-14,11.0
7301,States,Hawaii,354.0,1.0,0.0,18.0,3.0,0.0,64.0,0.0,22.0,64.0,2013-05-14,86.0
7303,States,Illinois,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-14,1.0
7304,States,Indiana,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7305,States,Iowa,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2013-05-14,3.0
7307,States,Kentucky,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7308,States,Louisiana,79.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,2013-05-14,5.0
7310,States,Maryland,32.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-05-14,2.0
7311,States,Massachusetts,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2013-05-14,2.0
7313,States,Minnesota,136.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2013-05-14,3.0
7314,States,Mississippi,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7315,States,Missouri,293.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-14,1.0
7316,States,Montana,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7317,States,Nebraska,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7318,States,Nevada,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-14,1.0
7322,States,New York,569.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,7.0,2013-05-14,9.0
7323,States,North Carolina,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-14,1.0
7324,States,North Dakota,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7325,States,Ohio,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-05-14,2.0
7326,States,Oklahoma,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7327,States,Oregon,16.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2013-05-14,3.0
7328,States,Pennsylvania,117.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2013-05-14,4.0
7330,States,South Carolina,40.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2013-05-14,4.0
7331,States,South Dakota,56.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2013-05-14,3.0
7333,States,Texas,428.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2013-05-14,5.0
7334,States,Utah,298.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,4.0,2013-05-14,6.0
7336,States,Virginia,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7337,States,Washington,141.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-05-14,2.0
7338,States,West Virginia,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7339,States,Wisconsin,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7342,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
7345,States,Alaska,37.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,9.0,2013-05-21,10.0
7346,States,Arizona,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-05-21,2.0
7347,States,Arkansas,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7348,States,California,215.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-21,1.0
7349,States,Colorado,136.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,2013-05-21,4.0
7350,States,Connecticut,153.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2013-05-21,3.0
7351,States,Delaware,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7354,States,Georgia,289.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,2013-05-21,4.0
7355,States,Hawaii,425.0,0.0,0.0,15.0,7.0,0.0,71.0,0.0,22.0,71.0,2013-05-21,93.0
7357,States,Illinois,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-21,1.0
7358,States,Indiana,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-21,1.0
7359,States,Iowa,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7361,States,Kentucky,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7362,States,Louisiana,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7364,States,Maryland,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7365,States,Massachusetts,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7367,States,Minnesota,97.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,2013-05-21,5.0
7369,States,Missouri,255.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-05-21,3.0
7370,States,Montana,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7371,States,Nebraska,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7372,States,Nevada,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-21,1.0
7376,States,New York,420.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,4.0,2013-05-21,6.0
7379,States,Ohio,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7380,States,Oklahoma,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7381,States,Oregon,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-21,1.0
7382,States,Pennsylvania,101.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-05-21,3.0
7384,States,South Carolina,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7385,States,South Dakota,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-21,1.0
7387,States,Texas,360.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-05-21,1.0
7388,States,Utah,249.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2013-05-21,2.0
7390,States,Virginia,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7391,States,Washington,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7392,States,West Virginia,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7393,States,Wisconsin,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7395,States,Puerto Rico,10.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,1.0,2013-05-21,8.0
7396,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
7398,States,Alabama,165.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2013-05-28,4.0
7399,States,Alaska,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-05-28,2.0
7400,States,Arizona,57.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7401,States,Arkansas,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-28,1.0
7402,States,California,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7403,States,Colorado,140.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-05-28,3.0
7404,States,Connecticut,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7405,States,Delaware,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7408,States,Georgia,256.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2013-05-28,4.0
7409,States,Hawaii,420.0,1.0,0.0,13.0,2.0,0.0,72.0,0.0,16.0,72.0,2013-05-28,88.0
7411,States,Illinois,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-05-28,3.0
7412,States,Indiana,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7415,States,Kentucky,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7416,States,Louisiana,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7421,States,Minnesota,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7422,States,Mississippi,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-28,1.0
7423,States,Missouri,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7424,States,Montana,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7425,States,Nebraska,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7426,States,Nevada,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7430,States,New York,454.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2013-05-28,4.0
7433,States,Ohio,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7434,States,Oklahoma,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7435,States,Oregon,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7436,States,Pennsylvania,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7438,States,South Carolina,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7439,States,South Dakota,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7441,States,Texas,304.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7442,States,Utah,232.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7444,States,Virginia,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7445,States,Washington,111.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-28,1.0
7446,States,West Virginia,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7447,States,Wisconsin,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-05-28,2.0
7449,States,Puerto Rico,14.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,2013-05-28,10.0
7450,States,Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
7452,States,Alabama,48.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2013-06-04,3.0
7453,States,Alaska,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7454,States,Arizona,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-06-04,1.0
7455,States,Arkansas,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7456,States,California,204.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-04,1.0
7457,States,Colorado,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-04,1.0
7458,States,Connecticut,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7462,States,Georgia,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7463,States,Hawaii,331.0,0.0,0.0,9.0,5.0,0.0,54.0,0.0,14.0,54.0,2013-06-04,68.0
7465,States,Illinois,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7466,States,Indiana,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7469,States,Kentucky,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7470,States,Louisiana,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-06-04,1.0
7475,States,Minnesota,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7476,States,Mississippi,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2013-06-04,4.0
7477,States,Missouri,198.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-04,1.0
7478,States,Montana,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
7479,States,Nebraska,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
