,REGION TYPE,REGION,TOTAL SPECIMENS,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v,TOTAL A,TOTAL B,date,Confirmed_Infections
987,States,Iowa,120.0,,,,,,,,6.0,0.0,2016-02-12,6.0
988,States,Kansas,198.0,,,,,,,,9.0,0.0,2016-02-12,9.0
989,States,Kentucky,295.0,,,,,,,,5.0,9.0,2016-02-12,14.0
990,States,Louisiana,576.0,,,,,,,,13.0,8.0,2016-02-12,21.0
991,States,Maine,59.0,,,,,,,,1.0,5.0,2016-02-12,6.0
992,States,Maryland,17.0,,,,,,,,1.0,0.0,2016-02-12,1.0
993,States,Massachusetts,529.0,,,,,,,,39.0,13.0,2016-02-12,52.0
994,States,Michigan,1165.0,,,,,,,,153.0,12.0,2016-02-12,165.0
995,States,Minnesota,400.0,,,,,,,,33.0,7.0,2016-02-12,40.0
996,States,Mississippi,138.0,,,,,,,,6.0,2.0,2016-02-12,8.0
997,States,Missouri,613.0,,,,,,,,14.0,2.0,2016-02-12,16.0
998,States,Montana,143.0,,,,,,,,9.0,4.0,2016-02-12,13.0
999,States,Nebraska,114.0,,,,,,,,11.0,0.0,2016-02-12,11.0
1000,States,Nevada,22.0,,,,,,,,3.0,2.0,2016-02-12,5.0
1001,States,New Hampshire,19.0,,,,,,,,0.0,2.0,2016-02-12,2.0
1003,States,New Mexico,793.0,,,,,,,,86.0,34.0,2016-02-12,120.0
1004,States,New York,2166.0,,,,,,,,213.0,34.0,2016-02-12,247.0
1005,States,North Carolina,148.0,,,,,,,,10.0,3.0,2016-02-12,13.0
1006,States,North Dakota,48.0,,,,,,,,2.0,0.0,2016-02-12,2.0
1007,States,Ohio,994.0,,,,,,,,37.0,7.0,2016-02-12,44.0
1008,States,Oklahoma,260.0,,,,,,,,5.0,4.0,2016-02-12,9.0
1009,States,Oregon,505.0,,,,,,,,42.0,45.0,2016-02-12,87.0
1010,States,Pennsylvania,694.0,,,,,,,,27.0,5.0,2016-02-12,32.0
1012,States,South Carolina,363.0,,,,,,,,16.0,4.0,2016-02-12,20.0
1013,States,South Dakota,230.0,,,,,,,,3.0,0.0,2016-02-12,3.0
1014,States,Tennessee,189.0,,,,,,,,10.0,1.0,2016-02-12,11.0
1015,States,Texas,1808.0,,,,,,,,96.0,88.0,2016-02-12,184.0
1016,States,Utah,947.0,,,,,,,,106.0,119.0,2016-02-12,225.0
1017,States,Vermont,204.0,,,,,,,,4.0,2.0,2016-02-12,6.0
1018,States,Virginia,238.0,,,,,,,,8.0,3.0,2016-02-12,11.0
1019,States,Washington,556.0,,,,,,,,37.0,62.0,2016-02-12,99.0
1020,States,West Virginia,419.0,,,,,,,,1.0,1.0,2016-02-12,2.0
1021,States,Wisconsin,1066.0,,,,,,,,102.0,11.0,2016-02-12,113.0
1022,States,Wyoming,43.0,,,,,,,,3.0,1.0,2016-02-12,4.0
1023,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-02-12,0.0
1026,States,Alabama,296.0,,,,,,,,18.0,3.0,2016-02-19,21.0
1028,States,Arizona,210.0,,,,,,,,32.0,3.0,2016-02-19,35.0
1029,States,Arkansas,107.0,,,,,,,,5.0,10.0,2016-02-19,15.0
1030,States,California,2543.0,,,,,,,,387.0,222.0,2016-02-19,609.0
1031,States,Colorado,778.0,,,,,,,,66.0,11.0,2016-02-19,77.0
1032,States,Connecticut,541.0,,,,,,,,71.0,6.0,2016-02-19,77.0
1033,States,Delaware,117.0,,,,,,,,14.0,2.0,2016-02-19,16.0
1036,States,Georgia,956.0,,,,,,,,89.0,25.0,2016-02-19,114.0
1037,States,Hawaii,170.0,,,,,,,,11.0,3.0,2016-02-19,14.0
1038,States,Idaho,40.0,,,,,,,,8.0,9.0,2016-02-19,17.0
1039,States,Illinois,734.0,,,,,,,,128.0,13.0,2016-02-19,141.0
1040,States,Indiana,215.0,,,,,,,,28.0,3.0,2016-02-19,31.0
1041,States,Iowa,144.0,,,,,,,,6.0,1.0,2016-02-19,7.0
1042,States,Kansas,208.0,,,,,,,,17.0,5.0,2016-02-19,22.0
1043,States,Kentucky,290.0,,,,,,,,11.0,2.0,2016-02-19,13.0
1044,States,Louisiana,542.0,,,,,,,,43.0,26.0,2016-02-19,69.0
1045,States,Maine,68.0,,,,,,,,6.0,2.0,2016-02-19,8.0
1046,States,Maryland,26.0,,,,,,,,1.0,0.0,2016-02-19,1.0
1047,States,Massachusetts,429.0,,,,,,,,53.0,12.0,2016-02-19,65.0
1048,States,Michigan,1453.0,,,,,,,,212.0,28.0,2016-02-19,240.0
1049,States,Minnesota,476.0,,,,,,,,57.0,8.0,2016-02-19,65.0
1050,States,Mississippi,179.0,,,,,,,,18.0,1.0,2016-02-19,19.0
1051,States,Missouri,656.0,,,,,,,,34.0,4.0,2016-02-19,38.0
1052,States,Montana,182.0,,,,,,,,12.0,9.0,2016-02-19,21.0
1053,States,Nebraska,124.0,,,,,,,,8.0,0.0,2016-02-19,8.0
1054,States,Nevada,32.0,,,,,,,,6.0,1.0,2016-02-19,7.0
1055,States,New Hampshire,18.0,,,,,,,,1.0,0.0,2016-02-19,1.0
1057,States,New Mexico,940.0,,,,,,,,129.0,47.0,2016-02-19,176.0
1058,States,New York,2292.0,,,,,,,,321.0,39.0,2016-02-19,360.0
1059,States,North Carolina,211.0,,,,,,,,29.0,9.0,2016-02-19,38.0
1060,States,North Dakota,69.0,,,,,,,,7.0,0.0,2016-02-19,7.0
1061,States,Ohio,1112.0,,,,,,,,75.0,12.0,2016-02-19,87.0
1062,States,Oklahoma,273.0,,,,,,,,12.0,7.0,2016-02-19,19.0
1063,States,Oregon,571.0,,,,,,,,50.0,40.0,2016-02-19,90.0
1064,States,Pennsylvania,740.0,,,,,,,,36.0,27.0,2016-02-19,63.0
1066,States,South Carolina,418.0,,,,,,,,38.0,5.0,2016-02-19,43.0
1067,States,South Dakota,246.0,,,,,,,,14.0,1.0,2016-02-19,15.0
1068,States,Tennessee,256.0,,,,,,,,19.0,3.0,2016-02-19,22.0
1069,States,Texas,2119.0,,,,,,,,165.0,192.0,2016-02-19,357.0
1070,States,Utah,1255.0,,,,,,,,127.0,117.0,2016-02-19,244.0
1071,States,Vermont,157.0,,,,,,,,7.0,3.0,2016-02-19,10.0
1072,States,Virginia,252.0,,,,,,,,29.0,5.0,2016-02-19,34.0
1073,States,Washington,549.0,,,,,,,,34.0,63.0,2016-02-19,97.0
1074,States,West Virginia,395.0,,,,,,,,4.0,3.0,2016-02-19,7.0
1075,States,Wisconsin,1152.0,,,,,,,,187.0,16.0,2016-02-19,203.0
1076,States,Wyoming,50.0,,,,,,,,5.0,0.0,2016-02-19,5.0
1077,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-02-19,0.0
1080,States,Alabama,353.0,,,,,,,,29.0,1.0,2016-02-26,30.0
1081,States,Alaska,11.0,,,,,,,,1.0,1.0,2016-02-26,2.0
1082,States,Arizona,215.0,,,,,,,,42.0,3.0,2016-02-26,45.0
1083,States,Arkansas,95.0,,,,,,,,4.0,11.0,2016-02-26,15.0
1084,States,California,2538.0,,,,,,,,317.0,275.0,2016-02-26,592.0
1085,States,Colorado,801.0,,,,,,,,92.0,7.0,2016-02-26,99.0
1086,States,Connecticut,674.0,,,,,,,,125.0,15.0,2016-02-26,140.0
1087,States,Delaware,147.0,,,,,,,,22.0,3.0,2016-02-26,25.0
1090,States,Georgia,1041.0,,,,,,,,143.0,28.0,2016-02-26,171.0
1091,States,Hawaii,298.0,,,,,,,,29.0,7.0,2016-02-26,36.0
1092,States,Idaho,38.0,,,,,,,,5.0,2.0,2016-02-26,7.0
1093,States,Illinois,819.0,,,,,,,,145.0,26.0,2016-02-26,171.0
1094,States,Indiana,271.0,,,,,,,,42.0,4.0,2016-02-26,46.0
1095,States,Iowa,133.0,,,,,,,,16.0,3.0,2016-02-26,19.0
1096,States,Kansas,238.0,,,,,,,,18.0,3.0,2016-02-26,21.0
1097,States,Kentucky,335.0,,,,,,,,32.0,15.0,2016-02-26,47.0
1098,States,Louisiana,771.0,,,,,,,,110.0,25.0,2016-02-26,135.0
1099,States,Maine,99.0,,,,,,,,13.0,2.0,2016-02-26,15.0
1100,States,Maryland,19.0,,,,,,,,2.0,0.0,2016-02-26,2.0
1101,States,Massachusetts,541.0,,,,,,,,82.0,8.0,2016-02-26,90.0
1102,States,Michigan,1534.0,,,,,,,,327.0,26.0,2016-02-26,353.0
1103,States,Minnesota,555.0,,,,,,,,95.0,6.0,2016-02-26,101.0
1104,States,Mississippi,180.0,,,,,,,,20.0,5.0,2016-02-26,25.0
1105,States,Missouri,718.0,,,,,,,,36.0,1.0,2016-02-26,37.0
1106,States,Montana,150.0,,,,,,,,5.0,4.0,2016-02-26,9.0
1107,States,Nebraska,150.0,,,,,,,,19.0,1.0,2016-02-26,20.0
1109,States,New Hampshire,24.0,,,,,,,,3.0,0.0,2016-02-26,3.0
1111,States,New Mexico,1021.0,,,,,,,,96.0,73.0,2016-02-26,169.0
1112,States,New York,2663.0,,,,,,,,508.0,54.0,2016-02-26,562.0
1113,States,North Carolina,297.0,,,,,,,,58.0,9.0,2016-02-26,67.0
1114,States,North Dakota,67.0,,,,,,,,12.0,0.0,2016-02-26,12.0
1115,States,Ohio,1194.0,,,,,,,,103.0,30.0,2016-02-26,133.0
1116,States,Oklahoma,259.0,,,,,,,,6.0,7.0,2016-02-26,13.0
1117,States,Oregon,610.0,,,,,,,,41.0,62.0,2016-02-26,103.0
1118,States,Pennsylvania,921.0,,,,,,,,103.0,11.0,2016-02-26,114.0
1120,States,South Carolina,521.0,,,,,,,,73.0,10.0,2016-02-26,83.0
1121,States,South Dakota,255.0,,,,,,,,12.0,4.0,2016-02-26,16.0
1122,States,Tennessee,309.0,,,,,,,,35.0,15.0,2016-02-26,50.0
1123,States,Texas,2016.0,,,,,,,,196.0,145.0,2016-02-26,341.0
1124,States,Utah,1282.0,,,,,,,,137.0,138.0,2016-02-26,275.0
1125,States,Vermont,279.0,,,,,,,,22.0,0.0,2016-02-26,22.0
1126,States,Virginia,253.0,,,,,,,,50.0,6.0,2016-02-26,56.0
1127,States,Washington,584.0,,,,,,,,52.0,63.0,2016-02-26,115.0
1128,States,West Virginia,484.0,,,,,,,,24.0,8.0,2016-02-26,32.0
1129,States,Wisconsin,1820.0,,,,,,,,382.0,27.0,2016-02-26,409.0
1130,States,Wyoming,65.0,,,,,,,,4.0,1.0,2016-02-26,5.0
1131,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-02-26,0.0
1134,States,Alabama,321.0,,,,,,,,44.0,2.0,2016-03-04,46.0
1135,States,Alaska,11.0,,,,,,,,3.0,0.0,2016-03-04,3.0
1136,States,Arizona,224.0,,,,,,,,28.0,4.0,2016-03-04,32.0
1137,States,Arkansas,115.0,,,,,,,,6.0,16.0,2016-03-04,22.0
1138,States,California,2497.0,,,,,,,,304.0,265.0,2016-03-04,569.0
1139,States,Colorado,1017.0,,,,,,,,157.0,20.0,2016-03-04,177.0
1140,States,Connecticut,719.0,,,,,,,,132.0,23.0,2016-03-04,155.0
1141,States,Delaware,222.0,,,,,,,,59.0,3.0,2016-03-04,62.0
1144,States,Georgia,1272.0,,,,,,,,187.0,40.0,2016-03-04,227.0
1145,States,Hawaii,196.0,,,,,,,,16.0,6.0,2016-03-04,22.0
1146,States,Idaho,50.0,,,,,,,,17.0,5.0,2016-03-04,22.0
1147,States,Illinois,963.0,,,,,,,,166.0,24.0,2016-03-04,190.0
1148,States,Indiana,307.0,,,,,,,,58.0,4.0,2016-03-04,62.0
1149,States,Iowa,184.0,,,,,,,,23.0,3.0,2016-03-04,26.0
1150,States,Kansas,243.0,,,,,,,,29.0,7.0,2016-03-04,36.0
1151,States,Kentucky,372.0,,,,,,,,33.0,15.0,2016-03-04,48.0
1152,States,Louisiana,789.0,,,,,,,,88.0,32.0,2016-03-04,120.0
1153,States,Maine,122.0,,,,,,,,13.0,6.0,2016-03-04,19.0
1154,States,Maryland,47.0,,,,,,,,5.0,0.0,2016-03-04,5.0
1155,States,Massachusetts,713.0,,,,,,,,140.0,34.0,2016-03-04,174.0
1156,States,Michigan,1543.0,,,,,,,,334.0,38.0,2016-03-04,372.0
1157,States,Minnesota,669.0,,,,,,,,121.0,15.0,2016-03-04,136.0
1158,States,Mississippi,245.0,,,,,,,,25.0,7.0,2016-03-04,32.0
1159,States,Missouri,637.0,,,,,,,,39.0,9.0,2016-03-04,48.0
1160,States,Montana,180.0,,,,,,,,21.0,17.0,2016-03-04,38.0
1161,States,Nebraska,170.0,,,,,,,,22.0,2.0,2016-03-04,24.0
1162,States,Nevada,27.0,,,,,,,,3.0,2.0,2016-03-04,5.0
1163,States,New Hampshire,33.0,,,,,,,,4.0,0.0,2016-03-04,4.0
1165,States,New Mexico,1091.0,,,,,,,,158.0,86.0,2016-03-04,244.0
1166,States,New York,3034.0,,,,,,,,744.0,94.0,2016-03-04,838.0
1167,States,North Carolina,322.0,,,,,,,,53.0,8.0,2016-03-04,61.0
1168,States,North Dakota,55.0,,,,,,,,4.0,3.0,2016-03-04,7.0
1169,States,Ohio,1357.0,,,,,,,,199.0,34.0,2016-03-04,233.0
1170,States,Oklahoma,228.0,,,,,,,,11.0,11.0,2016-03-04,22.0
1171,States,Oregon,671.0,,,,,,,,73.0,77.0,2016-03-04,150.0
1172,States,Pennsylvania,1011.0,,,,,,,,137.0,30.0,2016-03-04,167.0
1174,States,South Carolina,556.0,,,,,,,,73.0,12.0,2016-03-04,85.0
1175,States,South Dakota,271.0,,,,,,,,16.0,5.0,2016-03-04,21.0
1176,States,Tennessee,260.0,,,,,,,,22.0,12.0,2016-03-04,34.0
1177,States,Texas,2221.0,,,,,,,,233.0,214.0,2016-03-04,447.0
1178,States,Utah,1349.0,,,,,,,,177.0,155.0,2016-03-04,332.0
1179,States,Vermont,303.0,,,,,,,,17.0,3.0,2016-03-04,20.0
1180,States,Virginia,299.0,,,,,,,,54.0,8.0,2016-03-04,62.0
1181,States,Washington,606.0,,,,,,,,63.0,56.0,2016-03-04,119.0
1182,States,West Virginia,507.0,,,,,,,,16.0,7.0,2016-03-04,23.0
1183,States,Wisconsin,2222.0,,,,,,,,596.0,56.0,2016-03-04,652.0
1184,States,Wyoming,64.0,,,,,,,,13.0,0.0,2016-03-04,13.0
1185,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-03-04,0.0
1188,States,Alabama,408.0,,,,,,,,70.0,1.0,2016-03-11,71.0
1189,States,Alaska,25.0,,,,,,,,14.0,0.0,2016-03-11,14.0
1190,States,Arizona,142.0,,,,,,,,24.0,1.0,2016-03-11,25.0
1191,States,Arkansas,111.0,,,,,,,,10.0,15.0,2016-03-11,25.0
1192,States,California,2055.0,,,,,,,,199.0,201.0,2016-03-11,400.0
1193,States,Colorado,1014.0,,,,,,,,159.0,27.0,2016-03-11,186.0
1194,States,Connecticut,863.0,,,,,,,,188.0,42.0,2016-03-11,230.0
1195,States,Delaware,379.0,,,,,,,,139.0,11.0,2016-03-11,150.0
1198,States,Georgia,1341.0,,,,,,,,257.0,50.0,2016-03-11,307.0
1199,States,Hawaii,282.0,,,,,,,,40.0,10.0,2016-03-11,50.0
1200,States,Idaho,46.0,,,,,,,,13.0,1.0,2016-03-11,14.0
1201,States,Illinois,925.0,,,,,,,,162.0,35.0,2016-03-11,197.0
1202,States,Indiana,324.0,,,,,,,,60.0,2.0,2016-03-11,62.0
1203,States,Iowa,205.0,,,,,,,,23.0,2.0,2016-03-11,25.0
1204,States,Kansas,309.0,,,,,,,,53.0,17.0,2016-03-11,70.0
1205,States,Kentucky,401.0,,,,,,,,52.0,25.0,2016-03-11,77.0
1206,States,Louisiana,837.0,,,,,,,,91.0,34.0,2016-03-11,125.0
1207,States,Maine,118.0,,,,,,,,21.0,8.0,2016-03-11,29.0
1208,States,Maryland,46.0,,,,,,,,9.0,0.0,2016-03-11,9.0
1209,States,Massachusetts,959.0,,,,,,,,275.0,39.0,2016-03-11,314.0
1210,States,Michigan,1807.0,,,,,,,,386.0,59.0,2016-03-11,445.0
1211,States,Minnesota,782.0,,,,,,,,156.0,23.0,2016-03-11,179.0
1212,States,Mississippi,261.0,,,,,,,,25.0,3.0,2016-03-11,28.0
1213,States,Missouri,728.0,,,,,,,,53.0,7.0,2016-03-11,60.0
1214,States,Montana,236.0,,,,,,,,46.0,24.0,2016-03-11,70.0
1215,States,Nebraska,170.0,,,,,,,,29.0,2.0,2016-03-11,31.0
1216,States,Nevada,35.0,,,,,,,,5.0,1.0,2016-03-11,6.0
1219,States,New Mexico,1074.0,,,,,,,,176.0,92.0,2016-03-11,268.0
1220,States,New York,3440.0,,,,,,,,845.0,154.0,2016-03-11,999.0
1221,States,North Carolina,358.0,,,,,,,,71.0,14.0,2016-03-11,85.0
1222,States,North Dakota,101.0,,,,,,,,14.0,3.0,2016-03-11,17.0
1223,States,Ohio,1737.0,,,,,,,,361.0,88.0,2016-03-11,449.0
1224,States,Oklahoma,247.0,,,,,,,,12.0,21.0,2016-03-11,33.0
1225,States,Oregon,627.0,,,,,,,,56.0,88.0,2016-03-11,144.0
1226,States,Pennsylvania,1176.0,,,,,,,,231.0,58.0,2016-03-11,289.0
1228,States,South Carolina,643.0,,,,,,,,123.0,24.0,2016-03-11,147.0
1229,States,South Dakota,325.0,,,,,,,,45.0,15.0,2016-03-11,60.0
1230,States,Tennessee,390.0,,,,,,,,48.0,25.0,2016-03-11,73.0
1231,States,Texas,2232.0,,,,,,,,243.0,237.0,2016-03-11,480.0
1232,States,Utah,1210.0,,,,,,,,162.0,121.0,2016-03-11,283.0
1233,States,Vermont,362.0,,,,,,,,38.0,5.0,2016-03-11,43.0
1234,States,Virginia,358.0,,,,,,,,99.0,37.0,2016-03-11,136.0
1235,States,Washington,592.0,,,,,,,,63.0,60.0,2016-03-11,123.0
1236,States,West Virginia,589.0,,,,,,,,56.0,26.0,2016-03-11,82.0
1237,States,Wisconsin,2590.0,,,,,,,,710.0,52.0,2016-03-11,762.0
1238,States,Wyoming,67.0,,,,,,,,16.0,3.0,2016-03-11,19.0
1239,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-03-11,0.0
1242,States,Alabama,390.0,,,,,,,,34.0,4.0,2016-03-18,38.0
1243,States,Alaska,41.0,,,,,,,,20.0,0.0,2016-03-18,20.0
1244,States,Arizona,126.0,,,,,,,,11.0,7.0,2016-03-18,18.0
1245,States,Arkansas,87.0,,,,,,,,2.0,14.0,2016-03-18,16.0
1246,States,California,2102.0,,,,,,,,121.0,165.0,2016-03-18,286.0
1247,States,Colorado,1069.0,,,,,,,,160.0,31.0,2016-03-18,191.0
1248,States,Connecticut,815.0,,,,,,,,142.0,42.0,2016-03-18,184.0
1249,States,Delaware,376.0,,,,,,,,92.0,17.0,2016-03-18,109.0
1252,States,Georgia,1169.0,,,,,,,,185.0,53.0,2016-03-18,238.0
1253,States,Hawaii,306.0,,,,,,,,44.0,5.0,2016-03-18,49.0
1254,States,Idaho,33.0,,,,,,,,8.0,2.0,2016-03-18,10.0
1255,States,Illinois,754.0,,,,,,,,90.0,19.0,2016-03-18,109.0
1256,States,Indiana,259.0,,,,,,,,30.0,4.0,2016-03-18,34.0
1257,States,Iowa,195.0,,,,,,,,17.0,2.0,2016-03-18,19.0
1258,States,Kansas,280.0,,,,,,,,24.0,7.0,2016-03-18,31.0
1259,States,Kentucky,439.0,,,,,,,,51.0,35.0,2016-03-18,86.0
1260,States,Louisiana,707.0,,,,,,,,66.0,28.0,2016-03-18,94.0
1261,States,Maine,140.0,,,,,,,,19.0,9.0,2016-03-18,28.0
1262,States,Maryland,23.0,,,,,,,,1.0,3.0,2016-03-18,4.0
1263,States,Massachusetts,1045.0,,,,,,,,232.0,47.0,2016-03-18,279.0
1264,States,Michigan,1493.0,,,,,,,,241.0,67.0,2016-03-18,308.0
1265,States,Minnesota,724.0,,,,,,,,112.0,25.0,2016-03-18,137.0
1266,States,Mississippi,251.0,,,,,,,,33.0,1.0,2016-03-18,34.0
1267,States,Missouri,652.0,,,,,,,,33.0,8.0,2016-03-18,41.0
1268,States,Montana,249.0,,,,,,,,26.0,28.0,2016-03-18,54.0
1269,States,Nebraska,146.0,,,,,,,,18.0,2.0,2016-03-18,20.0
1270,States,Nevada,39.0,,,,,,,,5.0,2.0,2016-03-18,7.0
1271,States,New Hampshire,32.0,,,,,,,,6.0,5.0,2016-03-18,11.0
1273,States,New Mexico,1047.0,,,,,,,,148.0,101.0,2016-03-18,249.0
1274,States,New York,3311.0,,,,,,,,748.0,177.0,2016-03-18,925.0
1275,States,North Carolina,316.0,,,,,,,,39.0,12.0,2016-03-18,51.0
1276,States,North Dakota,86.0,,,,,,,,13.0,3.0,2016-03-18,16.0
1277,States,Ohio,1730.0,,,,,,,,284.0,102.0,2016-03-18,386.0
1278,States,Oklahoma,221.0,,,,,,,,10.0,10.0,2016-03-18,20.0
1279,States,Oregon,622.0,,,,,,,,67.0,70.0,2016-03-18,137.0
1280,States,Pennsylvania,1250.0,,,,,,,,209.0,72.0,2016-03-18,281.0
1282,States,South Carolina,507.0,,,,,,,,70.0,21.0,2016-03-18,91.0
1283,States,South Dakota,303.0,,,,,,,,38.0,12.0,2016-03-18,50.0
1284,States,Tennessee,310.0,,,,,,,,27.0,12.0,2016-03-18,39.0
1285,States,Texas,2121.0,,,,,,,,210.0,173.0,2016-03-18,383.0
1286,States,Utah,1075.0,,,,,,,,156.0,68.0,2016-03-18,224.0
1287,States,Vermont,330.0,,,,,,,,35.0,7.0,2016-03-18,42.0
1288,States,Virginia,333.0,,,,,,,,61.0,22.0,2016-03-18,83.0
1289,States,Washington,582.0,,,,,,,,63.0,48.0,2016-03-18,111.0
1290,States,West Virginia,689.0,,,,,,,,58.0,32.0,2016-03-18,90.0
1291,States,Wisconsin,2196.0,,,,,,,,444.0,34.0,2016-03-18,478.0
1292,States,Wyoming,74.0,,,,,,,,21.0,1.0,2016-03-18,22.0
1293,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-03-18,0.0
1296,States,Alabama,389.0,,,,,,,,54.0,1.0,2016-03-25,55.0
1297,States,Alaska,30.0,,,,,,,,7.0,0.0,2016-03-25,7.0
1298,States,Arizona,112.0,,,,,,,,2.0,2.0,2016-03-25,4.0
1299,States,Arkansas,51.0,,,,,,,,1.0,6.0,2016-03-25,7.0
1300,States,California,1587.0,,,,,,,,83.0,124.0,2016-03-25,207.0
1301,States,Colorado,984.0,,,,,,,,121.0,23.0,2016-03-25,144.0
1302,States,Connecticut,783.0,,,,,,,,85.0,41.0,2016-03-25,126.0
1303,States,Delaware,313.0,,,,,,,,75.0,18.0,2016-03-25,93.0
1306,States,Georgia,986.0,,,,,,,,120.0,33.0,2016-03-25,153.0
1307,States,Hawaii,332.0,,,,,,,,48.0,5.0,2016-03-25,53.0
1308,States,Idaho,47.0,,,,,,,,10.0,11.0,2016-03-25,21.0
1309,States,Illinois,588.0,,,,,,,,44.0,24.0,2016-03-25,68.0
1310,States,Indiana,263.0,,,,,,,,22.0,8.0,2016-03-25,30.0
1311,States,Iowa,181.0,,,,,,,,24.0,2.0,2016-03-25,26.0
1312,States,Kansas,263.0,,,,,,,,20.0,8.0,2016-03-25,28.0
1313,States,Kentucky,393.0,,,,,,,,44.0,23.0,2016-03-25,67.0
1314,States,Louisiana,578.0,,,,,,,,52.0,32.0,2016-03-25,84.0
1315,States,Maine,143.0,,,,,,,,22.0,7.0,2016-03-25,29.0
1316,States,Maryland,22.0,,,,,,,,1.0,2.0,2016-03-25,3.0
1317,States,Massachusetts,939.0,,,,,,,,200.0,66.0,2016-03-25,266.0
1318,States,Michigan,1301.0,,,,,,,,127.0,56.0,2016-03-25,183.0
1319,States,Minnesota,590.0,,,,,,,,82.0,17.0,2016-03-25,99.0
1320,States,Mississippi,189.0,,,,,,,,14.0,3.0,2016-03-25,17.0
1321,States,Missouri,624.0,,,,,,,,20.0,8.0,2016-03-25,28.0
1322,States,Montana,236.0,,,,,,,,37.0,30.0,2016-03-25,67.0
1323,States,Nebraska,137.0,,,,,,,,18.0,2.0,2016-03-25,20.0
1324,States,Nevada,27.0,,,,,,,,3.0,0.0,2016-03-25,3.0
1325,States,New Hampshire,53.0,,,,,,,,5.0,2.0,2016-03-25,7.0
1327,States,New Mexico,968.0,,,,,,,,172.0,78.0,2016-03-25,250.0
1328,States,New York,3091.0,,,,,,,,602.0,169.0,2016-03-25,771.0
1329,States,North Carolina,311.0,,,,,,,,44.0,12.0,2016-03-25,56.0
1330,States,North Dakota,83.0,,,,,,,,10.0,1.0,2016-03-25,11.0
1331,States,Ohio,1403.0,,,,,,,,209.0,75.0,2016-03-25,284.0
1332,States,Oklahoma,208.0,,,,,,,,4.0,8.0,2016-03-25,12.0
1333,States,Oregon,554.0,,,,,,,,48.0,77.0,2016-03-25,125.0
1334,States,Pennsylvania,1259.0,,,,,,,,190.0,65.0,2016-03-25,255.0
1336,States,South Carolina,424.0,,,,,,,,41.0,15.0,2016-03-25,56.0
1337,States,South Dakota,236.0,,,,,,,,34.0,5.0,2016-03-25,39.0
1338,States,Tennessee,288.0,,,,,,,,30.0,16.0,2016-03-25,46.0
1339,States,Texas,1789.0,,,,,,,,136.0,141.0,2016-03-25,277.0
1340,States,Utah,974.0,,,,,,,,116.0,72.0,2016-03-25,188.0
1341,States,Vermont,393.0,,,,,,,,51.0,5.0,2016-03-25,56.0
1342,States,Virginia,329.0,,,,,,,,58.0,21.0,2016-03-25,79.0
1343,States,Washington,570.0,,,,,,,,77.0,57.0,2016-03-25,134.0
1344,States,West Virginia,593.0,,,,,,,,49.0,49.0,2016-03-25,98.0
1345,States,Wisconsin,1608.0,,,,,,,,289.0,40.0,2016-03-25,329.0
1346,States,Wyoming,68.0,,,,,,,,11.0,3.0,2016-03-25,14.0
1347,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2016-03-25,0.0
1350,States,Alabama,408.0,,,,,,,,28.0,2.0,2016-04-01,30.0
1351,States,Alaska,27.0,,,,,,,,4.0,1.0,2016-04-01,5.0
1352,States,Arizona,94.0,,,,,,,,2.0,2.0,2016-04-01,4.0
1353,States,Arkansas,79.0,,,,,,,,2.0,4.0,2016-04-01,6.0
1354,States,California,1376.0,,,,,,,,61.0,60.0,2016-04-01,121.0
1355,States,Colorado,792.0,,,,,,,,57.0,25.0,2016-04-01,82.0
1356,States,Connecticut,638.0,,,,,,,,61.0,41.0,2016-04-01,102.0
1357,States,Delaware,312.0,,,,,,,,62.0,23.0,2016-04-01,85.0
1360,States,Georgia,861.0,,,,,,,,84.0,49.0,2016-04-01,133.0
1361,States,Hawaii,284.0,,,,,,,,36.0,7.0,2016-04-01,43.0
1362,States,Idaho,17.0,,,,,,,,1.0,2.0,2016-04-01,3.0
1363,States,Illinois,513.0,,,,,,,,42.0,13.0,2016-04-01,55.0
1364,States,Indiana,249.0,,,,,,,,20.0,6.0,2016-04-01,26.0
1365,States,Iowa,158.0,,,,,,,,11.0,1.0,2016-04-01,12.0
1366,States,Kansas,222.0,,,,,,,,21.0,12.0,2016-04-01,33.0
1367,States,Kentucky,364.0,,,,,,,,26.0,24.0,2016-04-01,50.0
1368,States,Louisiana,653.0,,,,,,,,25.0,25.0,2016-04-01,50.0
1369,States,Maine,205.0,,,,,,,,36.0,10.0,2016-04-01,46.0
1370,States,Maryland,67.0,,,,,,,,3.0,4.0,2016-04-01,7.0
1371,States,Massachusetts,968.0,,,,,,,,193.0,68.0,2016-04-01,261.0
1372,States,Michigan,1205.0,,,,,,,,130.0,34.0,2016-04-01,164.0
1373,States,Minnesota,545.0,,,,,,,,60.0,14.0,2016-04-01,74.0
